"";"comuna";"cut_comuna";"año";"variable";"cifra"
"6304";"TILTIL";"13303";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";5,77168058
"6305";"TILTIL";"13303";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";0
"6306";"TILTIL";"13303";2019;"Número de microbasurales por cada 10.000 habitantes";11,87
"6307";"TILTIL";"13303";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";312,170040857549
"6308";"TILTIL";"13303";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";18,3629435798559
"6309";"TILTIL";"13303";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";36,4295592241921
"6310";"TILTIL";"13303";2020;"Porcentaje de  la superficie cubierta por vegetación total";29,1
"6311";"TILTIL";"13303";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0314131351507621
"6312";"TILTIL";"13303";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";0,89
"6313";"TILTIL";"13303";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"6314";"TILTIL";"13303";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";37,5
"6315";"TILTIL";"13303";2019;"Porcentaje de la población en situación de pobreza multidimensional";23,67
"6316";"TILTIL";"13303";2019;"Porcentaje de la población en situación de pobreza por ingresos";6,79
"6317";"TILTIL";"13303";2020;"Porcentaje de la superficie cubierta por vegetación densa";0,09
"6318";"TILTIL";"13303";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,437837438059315
"6319";"TILTIL";"13303";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";49,05
"6320";"TILTIL";"13303";2022;"Porcentaje de participación en las elecciones municipales por comuna";47,5418656264712
"6321";"TILTIL";"13303";2019;"Porcentaje de población atendida por el sistema de parques públicos";15,02
"6322";"TILTIL";"13303";2019;"Porcentaje de población atendida por el sistema de plazas públicas";51,84
"6323";"TILTIL";"13303";2018;"Porcentaje de población atendida por la red de ciclovías";29,26
"6324";"TILTIL";"13303";2022;"Porcentaje de residuos municipales valorizados";0
"6325";"TILTIL";"13303";2018;"Porcentaje de viviendas con situación de allegamiento externo";1,22
"6326";"TILTIL";"13303";2018;"Porcentaje de viviendas en situación de hacinamiento";6,85
"6327";"TILTIL";"13303";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";23,2
"6328";"TILTIL";"13303";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,466826991087848
"6329";"TILTIL";"13303";2019;"Promedio de intersecciones relevantes cada 1,44 km²";2,68
"6330";"TILTIL";"13303";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,61
"6331";"TILTIL";"13303";2018;"Requerimiento de viviendas nuevas urbanas";251
"6332";"TILTIL";"13303";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";18,04
"6333";"TILTIL";"13303";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";6,4
"6334";"TILTIL";"13303";2018;"Superficie de áreas verdes públicas por habitante";6,03
"6335";"TILTIL";"13303";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";456,201975850713
"6336";"TILTIL";"13303";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";9,53954918973512
"6337";"TILTIL";"13303";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";88,0497435664685
"6338";"TILTIL";"13303";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";56,7330821948895
"6339";"TILTIL";"13303";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";102,57341260836
"6340";"TOMÉ";"8111";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";14,63
"6341";"TOMÉ";"8111";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0,28
"6342";"TOMÉ";"8111";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,09457113564984
"6343";"TOMÉ";"8111";2021;"Consumo de energía eléctrica per cápita no residencial";242,733562074296
"6344";"TOMÉ";"8111";2021;"Consumo de energía eléctrica per cápita residencial";737,400574117167
"6345";"TOMÉ";"8111";2022;"Densidad de hogares en campamentos";22,0267417311752
"6346";"TOMÉ";"8111";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"6347";"TOMÉ";"8111";2020;"Distancia a centros de salud primaria";1123,86
"6348";"TOMÉ";"8111";2020;"Distancia a establecimientos de educación básica";661,34
"6349";"TOMÉ";"8111";2020;"Distancia a establecimientos de educación inicial";623
"6350";"TOMÉ";"8111";2019;"Distancia a parques públicos";88,744364
"6351";"TOMÉ";"8111";2019;"Distancia a plazas públicas";816,204754
"6352";"TOMÉ";"8111";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1781
"6353";"TOMÉ";"8111";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";15,55983357
"6354";"TOMÉ";"8111";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";213,770592658418
"6355";"TOMÉ";"8111";2019;"Número de microbasurales por cada 10.000 habitantes";4,79
"6356";"TOMÉ";"8111";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";304,044298744756
"6357";"TOMÉ";"8111";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";8,49285750683675
"6358";"TOMÉ";"8111";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";71,7448895261867
"6359";"TOMÉ";"8111";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";46,1
"6360";"TOMÉ";"8111";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";74,4
"6361";"TOMÉ";"8111";2020;"Porcentaje de  la superficie cubierta por vegetación total";53,26
"6362";"TOMÉ";"8111";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0172384055748161
"6363";"TOMÉ";"8111";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";2,05
"6364";"TOMÉ";"8111";2019;"Porcentaje de equipamiento crítico expuesto a inundación por tsunami";18,64
"6365";"TOMÉ";"8111";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0,24
"6366";"TOMÉ";"8111";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";27,54
"6367";"TOMÉ";"8111";2019;"Porcentaje de la población en situación de pobreza multidimensional";21,71
"6368";"TOMÉ";"8111";2019;"Porcentaje de la población en situación de pobreza por ingresos";7,27
"6369";"TOMÉ";"8111";2020;"Porcentaje de la superficie cubierta por vegetación densa";4,16
"6370";"TOMÉ";"8111";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,684503901895206
"6371";"TOMÉ";"8111";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";20,55
"6372";"TOMÉ";"8111";2022;"Porcentaje de participación en las elecciones municipales por comuna";45,7100443338883
"6373";"TOMÉ";"8111";2019;"Porcentaje de población atendida por el sistema de parques públicos";8,45
"6374";"TOMÉ";"8111";2019;"Porcentaje de población atendida por el sistema de plazas públicas";26,21
"6375";"TOMÉ";"8111";2018;"Porcentaje de población atendida por la red de ciclovías";29,81
"6376";"TOMÉ";"8111";2018;"Porcentaje de población expuesta a inundación por tsunami";9,33
"6377";"TOMÉ";"8111";2022;"Porcentaje de residuos municipales valorizados";0
"6378";"TOMÉ";"8111";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";77,2244833985448
"6379";"TOMÉ";"8111";2018;"Porcentaje de viviendas con situación de allegamiento externo";0,98
"6380";"TOMÉ";"8111";2018;"Porcentaje de viviendas en situación de hacinamiento";6,08
"6381";"TOMÉ";"8111";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";18,43
"6382";"TOMÉ";"8111";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,109716492583165
"6383";"TOMÉ";"8111";2019;"Promedio de intersecciones relevantes cada 1,44 km²";5,93
"6384";"TOMÉ";"8111";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";21
"6385";"TOMÉ";"8111";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";25,86
"6386";"TOMÉ";"8111";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";14,92
"6387";"TOMÉ";"8111";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";31,84
"6388";"TOMÉ";"8111";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,25
"6389";"TOMÉ";"8111";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";0,93
"6390";"TOMÉ";"8111";2018;"Requerimiento de viviendas nuevas urbanas";908
"6391";"TOMÉ";"8111";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";9,14
"6392";"TOMÉ";"8111";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";5,23
"6393";"TOMÉ";"8111";2018;"Superficie de áreas verdes públicas por habitante";2,05
"6394";"TOMÉ";"8111";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";672,830518345952
"6395";"TOMÉ";"8111";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";23,5472967234556
"6396";"TOMÉ";"8111";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";114,958119976941
"6397";"TOMÉ";"8111";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";96,8157618094883
"6398";"TOMÉ";"8111";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";59,1746074807555
"6399";"VALDIVIA";"14101";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";14,94
"6400";"VALDIVIA";"14101";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0,45
"6401";"VALDIVIA";"14101";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,16444340251016
"6402";"VALDIVIA";"14101";2021;"Consumo de energía eléctrica per cápita no residencial";434,415068508523
"6403";"VALDIVIA";"14101";2021;"Consumo de energía eléctrica per cápita residencial";926,464668454659
"6404";"VALDIVIA";"14101";2022;"Densidad de hogares en campamentos";37,2549019607843
"6405";"VALDIVIA";"14101";2018;"Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona";7,36
"6406";"VALDIVIA";"14101";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"6407";"VALDIVIA";"14101";2020;"Distancia a centros de salud primaria";1231,53
"6408";"VALDIVIA";"14101";2020;"Distancia a establecimientos de educación básica";731,06
"6409";"VALDIVIA";"14101";2020;"Distancia a establecimientos de educación inicial";550,87
"6410";"VALDIVIA";"14101";2018;"Distancia a paraderos de transporte público mayor";289
"6411";"VALDIVIA";"14101";2019;"Distancia a parques públicos";1275,041195
"6412";"VALDIVIA";"14101";2019;"Distancia a plazas públicas";388,561451
"6413";"VALDIVIA";"14101";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1644
"6414";"VALDIVIA";"14101";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";14,63455
"6415";"VALDIVIA";"14101";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";399,732750104216
"6416";"VALDIVIA";"14101";2019;"Número de microbasurales por cada 10.000 habitantes";1,31
"6417";"VALDIVIA";"14101";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";317,013230392872
"6418";"VALDIVIA";"14101";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";6,73302436232648
"6419";"VALDIVIA";"14101";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";53,3178779840193
"6420";"VALDIVIA";"14101";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";30,6
"6421";"VALDIVIA";"14101";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";50,8
"6422";"VALDIVIA";"14101";2020;"Porcentaje de  la superficie cubierta por vegetación total";54,53
"6423";"VALDIVIA";"14101";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0797949441573436
"6424";"VALDIVIA";"14101";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";4,53
"6425";"VALDIVIA";"14101";2019;"Porcentaje de equipamiento crítico expuesto a inundación por tsunami";0
"6426";"VALDIVIA";"14101";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";1,1
"6427";"VALDIVIA";"14101";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";9,82
"6428";"VALDIVIA";"14101";2019;"Porcentaje de la población en situación de pobreza multidimensional";14,07
"6429";"VALDIVIA";"14101";2019;"Porcentaje de la población en situación de pobreza por ingresos";7,64
"6430";"VALDIVIA";"14101";2020;"Porcentaje de la superficie cubierta por vegetación densa";10,41
"6431";"VALDIVIA";"14101";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,185735068454931
"6432";"VALDIVIA";"14101";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";32,71
"6433";"VALDIVIA";"14101";2022;"Porcentaje de participación en las elecciones municipales por comuna";43,1643569784806
"6434";"VALDIVIA";"14101";2019;"Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE)";5,96
"6435";"VALDIVIA";"14101";2019;"Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE)";2,26
"6436";"VALDIVIA";"14101";2019;"Porcentaje de población atendida por el sistema de parques públicos";92,52
"6437";"VALDIVIA";"14101";2019;"Porcentaje de población atendida por el sistema de plazas públicas";76,12
"6438";"VALDIVIA";"14101";2018;"Porcentaje de población atendida por la red de ciclovías";82,95
"6439";"VALDIVIA";"14101";2022;"Porcentaje de residuos municipales valorizados";0
"6440";"VALDIVIA";"14101";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";65,5172413793103
"6441";"VALDIVIA";"14101";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";82,5459805751277
"6442";"VALDIVIA";"14101";2018;"Porcentaje de viviendas con situación de allegamiento externo";1,76
"6443";"VALDIVIA";"14101";2018;"Porcentaje de viviendas en situación de hacinamiento";5,87
"6444";"VALDIVIA";"14101";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";15,57
"6445";"VALDIVIA";"14101";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,467961359762008
"6446";"VALDIVIA";"14101";2019;"Porcentaje de zonas típicas con lineamientos de intervención aprobados";0
"6447";"VALDIVIA";"14101";2019;"Porcentaje de zonas típicas con lineamientos de intervención en desarrollo";0
"6448";"VALDIVIA";"14101";2019;"Promedio de intersecciones relevantes cada 1,44 km²";12,03
"6449";"VALDIVIA";"14101";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";6,01
"6450";"VALDIVIA";"14101";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";8,65
"6451";"VALDIVIA";"14101";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";3,11
"6452";"VALDIVIA";"14101";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";11,32
"6453";"VALDIVIA";"14101";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,26
"6454";"VALDIVIA";"14101";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";1,14
"6455";"VALDIVIA";"14101";2018;"Requerimiento de viviendas nuevas urbanas";5332
"6456";"VALDIVIA";"14101";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";6,81
"6457";"VALDIVIA";"14101";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";6,41
"6458";"VALDIVIA";"14101";2018;"Superficie de áreas verdes públicas por habitante";11,18
"6459";"VALDIVIA";"14101";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";709,515632703718
"6460";"VALDIVIA";"14101";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";23,4157754760809
"6461";"VALDIVIA";"14101";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";218,864688159587
"6462";"VALDIVIA";"14101";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";87,1003491810674
"6463";"VALDIVIA";"14101";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";73,6788759376932
"6464";"VALDIVIA";"14101";2018;"Tiempo de viaje en hora punta mañana";40
"6465";"VALDIVIA";"14101";2018;"Tiempo de viaje en transporte público en hora punta mañana";45
"6466";"VALDIVIA";"14101";2018;"Índice de segregación de la población vulnerable";0,284630211072598
"6467";"VALLENAR";"3301";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";17,66
"6468";"VALLENAR";"3301";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0,23
"6469";"VALLENAR";"3301";2022;"Cantidad de residuos eliminados con disposición final per cápita";0,933408845813731
"6470";"VALLENAR";"3301";2021;"Consumo de energía eléctrica per cápita no residencial";420,24446036628
"6471";"VALLENAR";"3301";2021;"Consumo de energía eléctrica per cápita residencial";645,773276946736
"6472";"VALLENAR";"3301";2022;"Densidad de hogares en campamentos";7,92275315672196
"6473";"VALLENAR";"3301";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"6474";"VALLENAR";"3301";2020;"Distancia a centros de salud primaria";1119,87
"6475";"VALLENAR";"3301";2020;"Distancia a establecimientos de educación básica";702,06
"6476";"VALLENAR";"3301";2020;"Distancia a establecimientos de educación inicial";462,77
"6477";"VALLENAR";"3301";2019;"Distancia a parques públicos";1357,580827
"6478";"VALLENAR";"3301";2019;"Distancia a plazas públicas";263,853967
"6479";"VALLENAR";"3301";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1585
"6480";"VALLENAR";"3301";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";15,02014773
"6481";"VALLENAR";"3301";2019;"Número de microbasurales por cada 10.000 habitantes";2,48
"6482";"VALLENAR";"3301";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";499,790297777156
"6483";"VALLENAR";"3301";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";12,2326296658745
"6484";"VALLENAR";"3301";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";56,7736142664967
"6485";"VALLENAR";"3301";2020;"Porcentaje de  la superficie cubierta por vegetación total";12,25
"6486";"VALLENAR";"3301";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0106305564800202
"6487";"VALLENAR";"3301";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";0,77
"6488";"VALLENAR";"3301";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"6489";"VALLENAR";"3301";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";39,24
"6490";"VALLENAR";"3301";2019;"Porcentaje de la población en situación de pobreza multidimensional";21,21
"6491";"VALLENAR";"3301";2019;"Porcentaje de la población en situación de pobreza por ingresos";8,83
"6492";"VALLENAR";"3301";2020;"Porcentaje de la superficie cubierta por vegetación densa";0,23
"6493";"VALLENAR";"3301";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,511458250733487
"6494";"VALLENAR";"3301";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";68,17
"6495";"VALLENAR";"3301";2022;"Porcentaje de participación en las elecciones municipales por comuna";38,5995738979551
"6496";"VALLENAR";"3301";2019;"Porcentaje de población atendida por el sistema de parques públicos";99,39
"6497";"VALLENAR";"3301";2019;"Porcentaje de población atendida por el sistema de plazas públicas";82,43
"6498";"VALLENAR";"3301";2018;"Porcentaje de población atendida por la red de ciclovías";51,12
"6499";"VALLENAR";"3301";2022;"Porcentaje de residuos municipales valorizados";0,23253718259083
"6500";"VALLENAR";"3301";2018;"Porcentaje de viviendas con situación de allegamiento externo";2,37
"6501";"VALLENAR";"3301";2018;"Porcentaje de viviendas en situación de hacinamiento";6,93
"6502";"VALLENAR";"3301";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";23,43
"6503";"VALLENAR";"3301";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,404005917833163
"6504";"VALLENAR";"3301";2019;"Promedio de intersecciones relevantes cada 1,44 km²";16,28
"6505";"VALLENAR";"3301";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,35
"6506";"VALLENAR";"3301";2018;"Requerimiento de viviendas nuevas urbanas";1139
"6507";"VALLENAR";"3301";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";2,86
"6508";"VALLENAR";"3301";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";4,86
"6509";"VALLENAR";"3301";2018;"Superficie de áreas verdes públicas por habitante";6,93
"6510";"VALLENAR";"3301";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";523,806639205234
"6511";"VALLENAR";"3301";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";15,1107926744023
"6512";"VALLENAR";"3301";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";126,873876546657
"6513";"VALLENAR";"3301";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";81,3249332472383
"6514";"VALLENAR";"3301";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";84,9897907540881
"6515";"VALPARAÍSO";"5101";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";8,57
"6516";"VALPARAÍSO";"5101";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0,94
"6517";"VALPARAÍSO";"5101";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,14761198068457
"6518";"VALPARAÍSO";"5101";2021;"Consumo de energía eléctrica per cápita no residencial";392,123702051515
"6519";"VALPARAÍSO";"5101";2021;"Consumo de energía eléctrica per cápita residencial";703,983791395736
"6520";"VALPARAÍSO";"5101";2022;"Densidad de hogares en campamentos";27,6972624798712
"6521";"VALPARAÍSO";"5101";2018;"Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona";29,7
"6522";"VALPARAÍSO";"5101";2018;"Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona";4,69
"6523";"VALPARAÍSO";"5101";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"6524";"VALPARAÍSO";"5101";2020;"Distancia a centros de salud primaria";1160,27
"6525";"VALPARAÍSO";"5101";2020;"Distancia a establecimientos de educación básica";695,41
"6526";"VALPARAÍSO";"5101";2020;"Distancia a establecimientos de educación inicial";557,08
"6527";"VALPARAÍSO";"5101";2018;"Distancia a paraderos de transporte público mayor";239
"6528";"VALPARAÍSO";"5101";2019;"Distancia a parques públicos";2060,726776
"6529";"VALPARAÍSO";"5101";2019;"Distancia a plazas públicas";696,154156
"6530";"VALPARAÍSO";"5101";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1237
"6531";"VALPARAÍSO";"5101";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";11,32708819
"6532";"VALPARAÍSO";"5101";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";2075,45061225793
"6533";"VALPARAÍSO";"5101";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";181,775795150965
"6534";"VALPARAÍSO";"5101";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";5,35561268209083
"6535";"VALPARAÍSO";"5101";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";41,1519737939213
"6536";"VALPARAÍSO";"5101";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";45,5
"6537";"VALPARAÍSO";"5101";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";72,7
"6538";"VALPARAÍSO";"5101";2020;"Población estimada de migrantes internacionales por comuna";14314
"6539";"VALPARAÍSO";"5101";2020;"Porcentaje de  la superficie cubierta por vegetación total";37,25
"6540";"VALPARAÍSO";"5101";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0870991524148653
"6541";"VALPARAÍSO";"5101";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";1,02
"6542";"VALPARAÍSO";"5101";2019;"Porcentaje de equipamiento crítico expuesto a inundación por tsunami";18,15
"6543";"VALPARAÍSO";"5101";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";9,42
"6544";"VALPARAÍSO";"5101";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";18,62
"6545";"VALPARAÍSO";"5101";2019;"Porcentaje de la población en situación de pobreza multidimensional";19,1
"6546";"VALPARAÍSO";"5101";2019;"Porcentaje de la población en situación de pobreza por ingresos";7,08
"6547";"VALPARAÍSO";"5101";2020;"Porcentaje de la superficie cubierta por vegetación densa";2,25
"6548";"VALPARAÍSO";"5101";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";1,35382950237757
"6549";"VALPARAÍSO";"5101";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";37,31
"6550";"VALPARAÍSO";"5101";2022;"Porcentaje de participación en las elecciones municipales por comuna";40,1237397673417
"6551";"VALPARAÍSO";"5101";2019;"Porcentaje de población atendida por el sistema de parques públicos";78,74
"6552";"VALPARAÍSO";"5101";2019;"Porcentaje de población atendida por el sistema de plazas públicas";33,53
"6553";"VALPARAÍSO";"5101";2018;"Porcentaje de población atendida por la red de ciclovías";5,07
"6554";"VALPARAÍSO";"5101";2018;"Porcentaje de población expuesta a inundación por tsunami";1,51
"6555";"VALPARAÍSO";"5101";2022;"Porcentaje de residuos municipales valorizados";0,599414190680733
"6556";"VALPARAÍSO";"5101";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";39,4366197183099
"6557";"VALPARAÍSO";"5101";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";69,8005534960344
"6558";"VALPARAÍSO";"5101";2018;"Porcentaje de viviendas con situación de allegamiento externo";2,36
